Player,Team,Pos,Injury,Status,Est. Return
DK Metcalf,PIT,WR,Undisclosed,Questionable,Subscribers Only
Jakobi Meyers,JAX,WR,Hand,Questionable,Subscribers Only
Joshua Miles,LV,OT,Undisclosed,Reserve-Ret,Subscribers Only
Dante Miller,FA,RB,Groin,Questionable,Subscribers Only
Jam Miller,FA,RB,Undisclosed,Questionable,Subscribers Only
Kendre Miller,NO,RB,Undisclosed,Questionable,Subscribers Only
Wyatt Milum,JAX,OG,Undisclosed,Questionable,Subscribers Only
Marvin Mims,DEN,WR,Foot,Questionable,Subscribers Only
Josh Minkins,FA,S,Undisclosed,Questionable,Subscribers Only
Cameron Mitchell,IND,CB,Undisclosed,IR,Subscribers Only
Elijah Mitchell,FA,RB,Undisclosed,Questionable,Subscribers Only
Keaton Mitchell,LAC,RB,Undisclosed,Questionable,Subscribers Only
Joe Mixon,FA,RB,Foot,Questionable,Subscribers Only
Kyle Monangai,CHI,RB,Knee,Questionable,Subscribers Only
D.J. Montgomery,IND,WR,Abdomen,IR,Subscribers Only
Myles Montgomery,NE,RB,Undisclosed,IR,Subscribers Only
Derrick Moore,DET,DE,Groin,Questionable,Subscribers Only
Devin Moore,DAL,CB,Undisclosed,IR-R,Subscribers Only
Quentin Moore,WAS,TE,Undisclosed,IR,Subscribers Only
Trey Moore,MIA,LB,Ankle,IR-R,Subscribers Only
Micah Morris,PHI,OG,Shoulder,Questionable,Subscribers Only
Emmanuel Moseley,FA,CB,Illness,Questionable,Subscribers Only
Ahmaad Moses,FA,S,Spine,Questionable,Subscribers Only
Le'Veon Moss,MIA,RB,Undisclosed,Reserve-Ret,Subscribers Only
Riley Moss,DEN,CB,Ribs,Questionable,Subscribers Only
Zack Moss,FA,RB,Neck,Questionable,Subscribers Only
Raheem Mostert,FA,RB,Knee,Questionable,Subscribers Only
Taylor Moton,CAR,OT,Illness,NFI-R,Subscribers Only
Israel Mukuamu,FA,S,Undisclosed,Questionable,Subscribers Only
Myles Murphy,CIN,DE,Undisclosed,Questionable,Subscribers Only
Luke Musgrave,GB,TE,Neck,PUP-R,Subscribers Only
Malik Mustapha,SF,S,Hamstring,Questionable,Subscribers Only
PJ Mustipher,FA,DT,Foot,Questionable,Subscribers Only
Sam Mustipher,JAX,C,Undisclosed,IR,Subscribers Only
Malik Nabers,NYG,WR,Knee - ACL,Questionable,Subscribers Only
Puka Nacua,LAR,WR,Groin,Questionable,Subscribers Only
Devin Neal,FA,RB,Hamstring,Questionable,Subscribers Only
Julian Neal,SEA,CB,Leg,Questionable,Subscribers Only
Matt Nelson,FA,OT,Undisclosed,Questionable,Subscribers Only
Bryson Nesbit,FA,TE,Undisclosed,Questionable,Subscribers Only
Greg Newsome,NYG,CB,Knee,Questionable,Subscribers Only
Jer'Zhan Newton,WAS,DT,Pectoral,IR,Subscribers Only
Lucas Niang,FA,OT,Knee - ACL,Questionable,Subscribers Only
Bilal Nichols,FA,DT,Knee,Questionable,Subscribers Only
Michael Niese,DET,OG,Leg,IR,Subscribers Only
Jaylin Noel,HOU,WR,Hamstring,Questionable,Subscribers Only
Omarr Norman-Lott,KC,DT,Knee - ACL,PUP-R,Subscribers Only
Morice Norris,FA,S,Concussion,Questionable,Subscribers Only
Storm Norton,ATL,OT,Foot,PUP-R,Subscribers Only
Drey Norwood,FA,CB,Undisclosed,Questionable,Subscribers Only
Isaiah Nwokobia,FA,S,Undisclosed,Questionable,Subscribers Only
Rome Odunze,CHI,WR,Leg,Questionable,Subscribers Only
Sam Okuayinonu,SF,LB,Foot,IR,Subscribers Only
Jeff Okudah,FA,CB,Concussion,Questionable,Subscribers Only
Chris Oladokun,FA,QB,Undisclosed,Questionable,Subscribers Only
Collin Oliver,GB,LB,Achilles,IR-R,Subscribers Only
Gunner Olszewski,NYG,WR,Achilles,IR,Subscribers Only
Joseph Ossai,NYJ,DE,Foot,Questionable,Subscribers Only
K.C. Ossai,HOU,LB,Undisclosed,IR,Subscribers Only
Robbie Ouzts,SEA,FB,Neck,IR,Subscribers Only
Odafe Oweh,WAS,LB,Calf,Questionable,Subscribers Only
Coleman Owen,IND,WR,Concussion,IR,Subscribers Only
Gervarrius Owens,FA,S,Undisclosed,Questionable,Subscribers Only
Kejon Owens,FA,RB,Illness,Questionable,Subscribers Only
Jeremiah Owusu-Koramoah,CLE,LB,Neck,PUP-R,Subscribers Only
Isiah Pacheco,DET,RB,Back,IR,Subscribers Only
Lincoln Pare,FA,RB,Undisclosed,Questionable,Subscribers Only
Brian Parker,CIN,OG,Undisclosed,IR-R,Subscribers Only
Micah Parsons,GB,LB,Knee - ACL,PUP-R,Subscribers Only
Chris Paul,FA,LB,Undisclosed,Questionable,Subscribers Only
VJ Payne,NYJ,S,Undisclosed,IR-R,Subscribers Only
Rico Payton,NYG,CB,Undisclosed,IR,Subscribers Only
James Pearce,ATL,LB,Suspension,Reserve-Sus,Subscribers Only
Ricky Pearsall,SF,WR,Knee - PCL,IR,Subscribers Only
Aeneas Peebles,BAL,DT,Undisclosed,Questionable,Subscribers Only
Michael Penix,ATL,QB,Knee - ACL,Questionable,Subscribers Only
Denzel Perryman,LAC,LB,Undisclosed,IR,Subscribers Only
Dru Phillips,NYG,CB,Knee,Questionable,Subscribers Only
Jacob Phillips,FA,LB,Biceps,Questionable,Subscribers Only
Jaelan Phillips,CAR,LB,Arm,Questionable,Subscribers Only
Jordan Phillips,FA,DT,Ankle,Questionable,Subscribers Only
Justin Pickett,LV,OG,Undisclosed,IR,Subscribers Only
Brandon Pili,SEA,DT,Lower Leg,Questionable,Subscribers Only
Danny Pinter,BAL,C,Knee,IR,Subscribers Only
Josh Pitsenberger,HOU,RB,Ankle,Questionable,Subscribers Only
Michael Pittman,PIT,WR,Hamstring,Questionable,Subscribers Only
Austen Pleasants,SF,OT,Knee,IR-R,Subscribers Only
Ja'Lynn Polk,NO,WR,Undisclosed,Reserve-Ret,Subscribers Only
D'Angelo Ponds,NYJ,CB,Calf,Questionable,Subscribers Only
Jordan Poyer,FA,S,Hamstring,Questionable,Subscribers Only
Isaiah Prince,FA,OT,Knee,Questionable,Subscribers Only
Kaleb Proctor,ARI,DT,Knee - Meniscus,IR,Subscribers Only
Ephesians Prysock,SF,CB,Shoulder,Questionable,Subscribers Only
Dominick Puni,SF,OG,Concussion,Questionable,Subscribers Only
Dillon Radunz,NO,OG,Knee - ACL,IR,Subscribers Only
Ennis Rakestraw,DET,CB,Lower Leg,Questionable,Subscribers Only
Jalen Ramsey,PIT,S,Knee,Questionable,Subscribers Only
Adam Randall,BAL,RB,Undisclosed,IR-R,Subscribers Only
Keith Randolph,FA,DT,Undisclosed,Questionable,Subscribers Only
C.J. Ravenell,FA,DE,Undisclosed,Questionable,Subscribers Only
LaBryan Ray,CAR,DE,Personal,Reserve-Ret,Subscribers Only
Brock Rechsteiner,FA,WR,Suspension,Reserve-Sus,Subscribers Only
D.J. Reed,DET,CB,Groin,Questionable,Subscribers Only
Desmond Reid,FA,RB,Undisclosed,Questionable,Subscribers Only
Tip Reiman,ARI,TE,Ankle,PUP-R,Subscribers Only
Dominic Richardson,FA,RB,Undisclosed,Questionable,Subscribers Only
Mason Richman,SEA,OG,Leg,IR,Subscribers Only
Daniel Rickert,LAR,LB,Knee,IR,Subscribers Only
John Ridgeway,NO,DT,Foot,Questionable,Subscribers Only
Jordon Riley,GB,DT,Achilles,PUP-R,Subscribers Only
Quincy Riley,NO,CB,Groin,Questionable,Subscribers Only
Chase Roberts,FA,WR,Undisclosed,Questionable,Subscribers Only
Jacob Roberts,FA,LB,Undisclosed,Questionable,Subscribers Only
Sam Roberts,FA,DT,Undisclosed,Questionable,Subscribers Only
Roy Robertson-Harris,NYG,DT,Achilles,IR,Subscribers Only
Kye Robichaux,FA,RB,Foot,Questionable,Subscribers Only
Dominique Robinson,HOU,DE,Calf,Questionable,Subscribers Only
Ethan Robinson,FA,CB,Undisclosed,Questionable,Subscribers Only
Jaden Robinson,FA,CB,Undisclosed,Questionable,Subscribers Only
Jahquez Robinson,BAL,S,Undisclosed,IR,Subscribers Only
Keilan Robinson,FA,RB,Undisclosed,Questionable,Subscribers Only
Wan'Dale Robinson,TEN,WR,Head,Questionable,Subscribers Only
Jacob Rodriguez,MIA,LB,Undisclosed,Questionable,Subscribers Only
Malcolm Rodriguez,DET,LB,Ankle,Questionable,Subscribers Only
DJ Rogers,DAL,TE,Knee,IR,Subscribers Only
Jimmy Rolder,DET,LB,Hamstring,Questionable,Subscribers Only
Keivie Rose,FA,DT,Undisclosed,Questionable,Subscribers Only
Kurtis Rourke,SF,QB,Ribs,Questionable,Subscribers Only
Joe Royer,CLE,TE,Personal,NFI-R,Subscribers Only
Corey Rucker,LV,WR,Undisclosed,IR,Subscribers Only
De'Shawn Rucker,FA,CB,Ankle,Questionable,Subscribers Only
Chris Rumph,NO,LB,Ankle,Questionable,Subscribers Only
Carter Runyon,LV,TE,Undisclosed,IR-R,Subscribers Only
Andrew Rupcich,FA,OG,Undisclosed,Questionable,Subscribers Only
J.J. Russell,FA,LB,Concussion,Questionable,Subscribers Only
Kenyon Sadiq,NYJ,TE,Abdomen,Questionable,Subscribers Only
Nick Saldiveri,NO,OG,Knee,PUP-R,Subscribers Only
Jamaree Salyer,FA,OG,Knee,Questionable,Subscribers Only
Andre' Sam,PHI,S,Foot,IR,Subscribers Only
Drew Sanders,DEN,LB,Undisclosed,IR,Subscribers Only
Ben Sauls,FA,K,Undisclosed,Questionable,Subscribers Only
John Michael Schmitz,NYG,C,Concussion,Questionable,Subscribers Only
Brenden Schooler,NE,S,Undisclosed,NFI-R,Subscribers Only
Gee Scott,FA,WR,Undisclosed,Questionable,Subscribers Only
Sam Scott,FA,RB,Undisclosed,Questionable,Subscribers Only
Nic Scourton,CAR,LB,Knee - ACL,IR,Subscribers Only
Trey Sermon,ATL,RB,Undisclosed,IR,Subscribers Only
Tim Settle,WAS,DT,Calf,Questionable,Subscribers Only
Nephi Sewell,CHI,LB,Concussion,IR,Subscribers Only
Noah Sewell,CHI,LB,Achilles,PUP-R,Subscribers Only
Khalil Shakir,BUF,WR,Undisclosed,Questionable,Subscribers Only
Tyrell Shavers,BUF,WR,Knee - ACL,PUP-R,Subscribers Only
DT Sheffield,FA,WR,Undisclosed,Questionable,Subscribers Only
Kendall Sheffield,FA,CB,Undisclosed,Questionable,Subscribers Only
Dakoda Shepley,FA,OG,Ankle,Questionable,Subscribers Only
Justin Shorter,LV,WR,Undisclosed,IR,Subscribers Only
Zach Sieler,MIA,DT,Undisclosed,Questionable,Subscribers Only
David Sills,TB,WR,Undisclosed,IR-R,Subscribers Only
Keeshawn Silver,FA,DT,Undisclosed,Questionable,Subscribers Only
Josh Simmons,KC,OT,Back,Questionable,Subscribers Only
Ben Sims,MIA,TE,Undisclosed,IR,Subscribers Only
Ben Sinnott,WAS,TE,Oblique,Questionable,Subscribers Only
Ben Skowronek,PIT,WR,Concussion,Questionable,Subscribers Only
Jacob Slade,FA,DT,Undisclosed,Questionable,Subscribers Only
Rashawn Slater,LAC,OT,Undisclosed,Questionable,Subscribers Only
Darius Slay,FA,CB,Undisclosed,Reserve-Ret,Subscribers Only
Aaron Smith,SEA,LB,Undisclosed,IR,Subscribers Only
Ainias Smith,FA,WR,Undisclosed,Questionable,Subscribers Only
Braden Smith,HOU,OT,Foot,IR,Subscribers Only
Chris Smith,FA,S,Undisclosed,Questionable,Subscribers Only
EJ Smith,FA,RB,Undisclosed,Questionable,Subscribers Only
Irv Smith,FA,TE,Ankle,Questionable,Subscribers Only
Trey Smith,KC,OG,Hip,Questionable,Subscribers Only
JuJu Smith-Schuster,FA,WR,Knee,Questionable,Subscribers Only
L'Jarius Sneed,KC,CB,Knee,Questionable,Subscribers Only
Charles Snowden,FA,DE,Suspension,Reserve-Sus,Subscribers Only
E.J. Speed,HOU,LB,Quadriceps,PUP-R,Subscribers Only
Malik Spencer,FA,S,Undisclosed,Questionable,Subscribers Only
Tyrique Stevenson,CHI,CB,Undisclosed,Questionable,Subscribers Only
M.J. Stewart,HOU,S,Quadriceps,PUP-R,Subscribers Only
Shemar Stewart,CIN,DE,Knee,Questionable,Subscribers Only
Qwan'tez Stiggers,NYJ,CB,Concussion,Questionable,Subscribers Only
Jack Stoll,FA,TE,Undisclosed,Questionable,Subscribers Only
Upton Stout,SF,CB,Hip,Questionable,Subscribers Only
Eli Stowers,PHI,TE,Hamstring,Questionable,Subscribers Only
De'Zhaun Stribling,SF,WR,Shoulder,Questionable,Subscribers Only
Loren Strickland,FA,S,Undisclosed,Questionable,Subscribers Only
Ricky Stromberg,FA,C,Undisclosed,Questionable,Subscribers Only
Dorian Strong,BUF,CB,Neck,NFI-R,Subscribers Only
Lorenzo Styles,NO,S,Calf,IR,Subscribers Only
Ty Summers,FA,LB,Foot,Questionable,Subscribers Only
D'Andre Swift,CHI,RB,Abdomen,Questionable,Subscribers Only
Taki Taimani,MIN,DT,Undisclosed,IR,Subscribers Only
Sione Takitaki,FA,LB,Hamstring,Questionable,Subscribers Only
Carnell Tate,TEN,WR,Undisclosed,Questionable,Subscribers Only
Marcus Tate,FA,OG,Undisclosed,Questionable,Subscribers Only
Branson Taylor,LAC,OT,Undisclosed,IR-R,Subscribers Only
Brien Taylor,FA,DT,Neck,Questionable,Subscribers Only
Ja'Sir Taylor,CIN,CB,Undisclosed,IR-R,Subscribers Only
Keith Taylor,FA,CB,Undisclosed,Questionable,Subscribers Only
Patrick Taylor,FA,RB,Undisclosed,Questionable,Subscribers Only
Cam Taylor-Britt,IND,CB,Suspension,Reserve-Sus,Subscribers Only
Dadrion Taylor-Demerson,ARI,S,Ribs,Questionable,Subscribers Only
Adam Thielen,MIN,WR,Undisclosed,Reserve-Ret,Subscribers Only
Jacob Thomas,MIN,S,Ankle,Questionable,Subscribers Only
Jakobe Thomas,MIN,S,Back,Questionable,Subscribers Only
Keir Thomas,LAR,LB,Groin,IR,Subscribers Only
R Mason Thomas,KC,DE,Hamstring,Questionable,Subscribers Only
Xavier Thomas,FA,LB,Undisclosed,Questionable,Subscribers Only
Anterio Thompson,ATL,DT,Undisclosed,NFI-R,Subscribers Only
Brenen Thompson,LAC,WR,Undisclosed,Questionable,Subscribers Only
Lorenzo Thompson,FA,OT,Undisclosed,Questionable,Subscribers Only
Skylar Thompson,BAL,QB,Undisclosed,IR,Subscribers Only
Dont'e Thornton,LV,WR,Undisclosed,IR,Subscribers Only
Jamari Thrash,CLE,WR,Undisclosed,IR,Subscribers Only
Caleb Tiernan,MIN,OT,Ankle,Questionable,Subscribers Only
Mason Tipton,NO,WR,Leg,PUP-R,Subscribers Only
Anthony Torres,FA,TE,Ankle,Questionable,Subscribers Only
Brett Toth,SF,C,Concussion,IR,Subscribers Only
Carson Towt,IND,TE,Undisclosed,IR,Subscribers Only
Tyrone Tracy,NYG,RB,Neck,Questionable,Subscribers Only
Drue Tranquill,KC,LB,Back,Questionable,Subscribers Only
Chip Trayanum,NYJ,RB,Neck,IR,Subscribers Only
Cory Trice,FA,CB,Knee,Questionable,Subscribers Only
Keagen Trost,LAR,OT,Hamstring,IR-R,Subscribers Only
Mitchell Trubisky,TEN,QB,Biceps,Questionable,Subscribers Only
Joe Tryon-Shoyinka,PHI,DE,Undisclosed,Reserve-Ret,Subscribers Only
Sean Tucker,TB,RB,Undisclosed,Questionable,Subscribers Only
Laremy Tunsil,WAS,OT,Triceps,IR,Subscribers Only
Cole Turner,MIA,TE,Undisclosed,IR,Subscribers Only
DJ Turner,FA,WR,Undisclosed,Questionable,Subscribers Only
Kobie Turner,LAR,DT,Undisclosed,Questionable,Subscribers Only
Payton Turner,DET,DE,Back,IR,Subscribers Only
Shemar Turner,CHI,DT,Knee - ACL,PUP-R,Subscribers Only
Delarrin Turner-Yell,FA,S,Knee,Questionable,Subscribers Only
Bhayshul Tuten,JAX,RB,Illness,Questionable,Subscribers Only
Jordyn Tyson,NO,WR,Hamstring,IR-R,Subscribers Only
Edefuan Ulofoshio,CLE,LB,Biceps,IR,Subscribers Only
Carrington Valentine,GB,CB,Hamstring,Questionable,Subscribers Only
Joseph Vaughn,FA,LB,Undisclosed,Questionable,Subscribers Only
Malik Verdon,ATL,LB,Undisclosed,IR,Subscribers Only
Jalen Virgil,FA,WR,Undisclosed,Questionable,Subscribers Only
Nathan Voorhis,FA,DE,Undisclosed,Questionable,Subscribers Only
Shaun Wade,FA,CB,Shoulder,Questionable,Subscribers Only
Matt Waletzko,KC,OT,Undisclosed,IR,Subscribers Only
Jalon Walker,ATL,LB,Knee - ACL,IR,Subscribers Only
Mykal Walker,FA,LB,Undisclosed,Questionable,Subscribers Only
Tracy Walker,FA,S,Suspension,Reserve-Sus,Subscribers Only
Eddie Walls,LAR,LB,Undisclosed,IR,Subscribers Only
Jalen Walthall,FA,WR,Undisclosed,Questionable,Subscribers Only
Charvarius Ward,IND,CB,Back,Questionable,Subscribers Only
Jimmie Ward,FA,S,Foot,Questionable,Subscribers Only
Carter Warren,FA,OT,Undisclosed,Questionable,Subscribers Only
Tyler Warren,IND,TE,Groin,Questionable,Subscribers Only
Luke Wattenberg,DEN,C,Undisclosed,Questionable,Subscribers Only
Eric Watts,FA,DE,Undisclosed,Questionable,Subscribers Only
Markees Watts,CLE,DE,Undisclosed,Reserve-Ret,Subscribers Only
Xavier Weaver,FA,WR,Hamstring,Questionable,Subscribers Only
Jeremiah Webb,NE,WR,Arm,IR,Subscribers Only
Pete Werner,NO,LB,Groin,Questionable,Subscribers Only
Barry Wesley,FA,OT,Undisclosed,Questionable,Subscribers Only
Ja'Markis Weston,FA,LB,Undisclosed,Questionable,Subscribers Only
Tershawn Wharton,CAR,DT,Neck,PUP-R,Subscribers Only
Tyrone Wheatley,FA,OT,Undisclosed,Questionable,Subscribers Only
Jordan White,JAX,C,Undisclosed,Reserve-Ret,Subscribers Only
Keion White,SF,DE,Groin,Questionable,Subscribers Only
Rachaad White,WAS,RB,Hamstring,Questionable,Subscribers Only
Squirrel White,CHI,WR,Undisclosed,Reserve-Ret,Subscribers Only
Leander Wiegand,FA,OG,Undisclosed,Questionable,Subscribers Only
Christian Wilkins,FA,DT,Foot,Questionable,Subscribers Only
D.J. Williams,FA,RB,Undisclosed,Questionable,Subscribers Only
Damarion Williams,FA,CB,Undisclosed,Questionable,Subscribers Only
Darious Williams,LAR,CB,Undisclosed,Reserve-Ret,Subscribers Only
Jonah Williams,FA,OT,Shoulder,Questionable,Subscribers Only
Jonah Williams,FA,DE,Illness,Questionable,Subscribers Only
Joshua Williams,TEN,CB,Pectoral,IR-R,Subscribers Only
Mario Williams,FA,WR,Undisclosed,Questionable,Subscribers Only
Mike Williams,LAC,WR,Undisclosed,Reserve-Ex,Subscribers Only
Mykel Williams,SF,DE,Knee - ACL,PUP-R,Subscribers Only
Savion Williams,GB,WR,Ankle,IR-R,Subscribers Only
Xavier Williams,TB,S,Hip,IR,Subscribers Only
Reid Williford,FA,LB,Undisclosed,Questionable,Subscribers Only
Jedrick Wills,FA,OT,Back,Questionable,Subscribers Only
Cedrick Wilson,FA,WR,Knee,Questionable,Subscribers Only
Divaad Wilson,FA,CB,Undisclosed,Questionable,Subscribers Only
Emanuel Wilson,SEA,RB,Hamstring,Questionable,Subscribers Only
Jack Wilson,FA,OT,Undisclosed,Questionable,Subscribers Only
Jeremiah Wilson,FA,CB,Undisclosed,Questionable,Subscribers Only
Johnny Wilson,PHI,WR,Knee,IR,Subscribers Only
Mekhi Wingo,DET,DT,Head,Questionable,Subscribers Only
Deatrich Wise,WAS,DE,Quadriceps,PUP-R,Subscribers Only
Ahkello Witherspoon,WAS,CB,Personal,Reserve-Ret,Subscribers Only
Wade Woodaz,HOU,LB,Thumb,Questionable,Subscribers Only
Michael Woods,FA,WR,Leg,Questionable,Subscribers Only
Robert Woods,LAR,WR,Undisclosed,Reserve-Ret,Subscribers Only
Xavier Woods,CHI,S,Groin,Questionable,Subscribers Only
Isaiah World,LAC,OT,Knee,NFI-R,Subscribers Only
Alex Wright,CLE,DE,Achilles,IR,Subscribers Only
Nahshon Wright,NYJ,CB,Hip,Questionable,Subscribers Only
Rejzohn Wright,NO,CB,Hip,IR,Subscribers Only
Luke Wysong,FA,WR,Undisclosed,Questionable,Subscribers Only
Thomas Yassmin,GB,TE,Undisclosed,IR,Subscribers Only
Kenny Yeboah,FA,TE,Hamstring,Questionable,Subscribers Only
Byron Young,PHI,DT,Shoulder,Questionable,Subscribers Only
Nick Zakelj,SF,OG,Undisclosed,IR,Subscribers Only
Kevin Zeitler,FA,OG,Quadriceps,Questionable,Subscribers Only
Greg Zuerlein,FA,K,Knee,Questionable,Subscribers Only
