Player,Team,Pos,Injury,Status,Est. Return
Prince Tega Wanogho,FA,OT,Quadriceps,Questionable,Subscribers Only
Jaylen Warren,PIT,RB,Knee,Questionable,Subscribers Only
Dwayne Washington,FA,RB,Illness,Questionable,Subscribers Only
Isaiah Washington,FA,WR,Undisclosed,Questionable,Subscribers Only
Keith Washington,FA,CB,Wrist,Questionable,Subscribers Only
Malik Washington,MIA,WR,Quadriceps,Questionable,Subscribers Only
Scotty Washington,FA,TE,Hand,Out,Subscribers Only
Tahj Washington,MIA,WR,Undisclosed,IR,Subscribers Only
Armani Watts,FA,S,Ankle,Questionable,Subscribers Only
Armon Watts,NE,DT,Undisclosed,IR,Subscribers Only
Ryan Watts,PIT,S,Undisclosed,IR,Subscribers Only
Jared Wayne,FA,WR,Knee - Meniscus,Questionable,Subscribers Only
Sterling Weatherford,FA,LB,Undisclosed,Questionable,Subscribers Only
Stephen Weatherly,FA,DE,Knee,Questionable,Subscribers Only
Marcus Webb,FA,DE,Undisclosed,Questionable,Subscribers Only
Ken Webster,FA,CB,Undisclosed,Questionable,Subscribers Only
Nsimba Webster,CHI,WR,Groin,IR,Subscribers Only
Julius Welschof,FA,LB,Knee,Questionable,Subscribers Only
Isaiah Weston,FA,WR,Undisclosed,Reserve-Ret,Subscribers Only
Jack Westover,FA,TE,Undisclosed,Questionable,Subscribers Only
Tyrone Wheatley,FA,OT,Undisclosed,Questionable,Subscribers Only
Ian Wheeler,CHI,RB,Knee,IR,Subscribers Only
David White,JAX,WR,Knee - ACL,IR,Subscribers Only
DeAndrew White,FA,WR,Undisclosed,Questionable,Subscribers Only
Drew White,FA,LB,Knee,Questionable,Subscribers Only
Kedrick Whitehead,FA,S,Undisclosed,Questionable,Subscribers Only
Bucky Williams,LAC,C,Undisclosed,IR,Subscribers Only
Chad Williams,FA,WR,Undisclosed,Questionable,Subscribers Only
Chase Williams,FA,S,Head,Questionable,Subscribers Only
Damien Williams,FA,RB,Foot,Questionable,Subscribers Only
Darious Williams,LAR,CB,Hamstring,IR,Subscribers Only
Duke Williams,FA,WR,Hamstring,Questionable,Subscribers Only
Isaiah Williams,DET,WR,Abdomen,Questionable,Subscribers Only
Jarren Williams,FA,CB,Lower Body,Questionable,Subscribers Only
Jonah Williams,ARI,OT,Knee,IR,Subscribers Only
Jonathan Williams,FA,RB,Concussion,Questionable,Subscribers Only
Leonard Williams,SEA,DE,Ribs,Questionable,Subscribers Only
Raequan Williams,CAR,DT,Undisclosed,IR,Subscribers Only
Sam Williams,DAL,DE,Knee - ACL,IR,Subscribers Only
Tyrell Williams,FA,WR,Concussion,Questionable,Subscribers Only
Chris Williamson,FA,CB,Undisclosed,Questionable,Subscribers Only
Marcus Willoughby,FA,DE,Undisclosed,Questionable,Subscribers Only
Jedrick Wills,CLE,OT,Knee,Questionable,Subscribers Only
Russell Wilson,PIT,QB,Calf,Questionable,Subscribers Only
Tavon Wilson,FA,S,Foot,Questionable,Subscribers Only
Antoine Winfield,TB,S,Foot,Questionable,Subscribers Only
Juwann Winfree,IND,WR,Undisclosed,IR,Subscribers Only
Perrion Winfrey,FA,DT,Ankle,Questionable,Subscribers Only
Andrew Wingard,JAX,S,Knee,IR-R,Subscribers Only
Dee Winters,SF,LB,Ankle,Questionable,Subscribers Only
Anthony Witherstone,FA,CB,Toe,Questionable,Subscribers Only
D.J. Wonnum,CAR,LB,Quadriceps,PUP-R,Subscribers Only
Al Woods,FA,DT,Achilles,Questionable,Subscribers Only
Jelani Woods,IND,TE,Toe,IR,Subscribers Only
Renell Wren,FA,DT,Undisclosed,Questionable,Subscribers Only
Derek Wright,FA,WR,Knee,Questionable,Subscribers Only
Milton Wright,FA,WR,Undisclosed,Questionable,Subscribers Only
Owen Wright,BAL,RB,Foot,IR,Subscribers Only
Rejzohn Wright,NO,CB,Undisclosed,IR,Subscribers Only
Isaiah Wynn,MIA,OG,Quadriceps,PUP-R,Subscribers Only
Luke Wypler,CLE,C,Ankle,IR,Subscribers Only
Oshane Ximines,NE,LB,Knee,IR,Subscribers Only
Kenny Yeboah,NYJ,TE,Groin,IR-R,Subscribers Only
Cameron Young,SEA,DT,Undisclosed,PUP-R,Subscribers Only
Tavon Young,FA,CB,Undisclosed,Questionable,Subscribers Only
Justin Zimmer,FA,DT,Undisclosed,Questionable,Subscribers Only
Isaiah Zuber,FA,WR,Undisclosed,Questionable,Subscribers Only
Jabari Zuniga,NO,DE,Undisclosed,Reserve-Ret,Subscribers Only
