nbr,Season,Week,team,powerrank,offencescoringrank,offencepassingrank,offencerushingrank,offencetotalrank,defencescoringrank,defencepassingrank,defencerushingrank,defencetotalrank
1,2016,16,Cardinals,22,12,9,14,9,19,5,12,4
2,2016,16,Falcons,5,1,3,8,2,26,30,15,25
3,2016,16,Ravens,10,19,11,28,18,7,10,2,5
4,2016,16,Bills,25,9,31,1,19,15,8,27,16
5,2016,16,Panthers,21,14,19,10,17,25,32,3,22
6,2016,16,Bears,27,29,14,22,15,16,6,23,9
7,2016,16,Bengals,19,23,15,11,12,11,13,26,21
8,2016,16,Browns,32,31,28,25,30,31,15,31,31
9,2016,16,Cowboys,1,5,20,2,5,5,28,1,13
10,2016,16,Broncos,13,21,18,27,24,4,1,29,2
11,2016,16,Lions,11,20,12,29,22,10,16,11,14
12,2016,16,Packers,9,7,10,15,10,23,24,10,19
13,2016,16,Texans,17,28,30,5,26,12,2,16,1
14,2016,16,Colts,18,8,7,19,11,22,27,20,27
15,2016,16,Jaguars,30,27,26,24,28,28,4,21,7
16,2016,16,Chiefs,6,15,22,23,23,8,19,28,28
17,2016,16,Dolphins,14,17,27,16,25,14,11,30,24
18,2016,16,Vikings,20,25,21,32,31,6,3,18,3
19,2016,16,Patriots,2,6,4,7,4,1,17,4,10
20,2016,16,Saints,23,2,1,17,1,30,31,13,26
21,2016,16,Giants,8,24,17,30,27,3,23,6,15
22,2016,16,Jets,29,30,25,13,21,27,21,14,17
23,2016,16,Raiders,4,3,6,6,6,21,25,25,30
24,2016,16,Eagles,24,16,24,9,20,13,12,17,12
25,2016,16,Steelers,7,11,5,12,7,9,14,5,8
26,2016,16,Chargers,26,4,8,26,13,29,22,9,18
27,2016,16,49ers,31,26,32,4,29,32,18,32,32
28,2016,16,Seahawks,3,22,13,20,14,2,7,8,6
29,2016,16,Rams,28,32,29,31,32,20,9,19,11
30,2016,16,Buccaneers,12,18,16,21,16,17,20,24,23
31,2016,16,Titans,16,13,23,3,8,18,29,7,20
32,2016,16,Redskins,15,10,2,18,3,24,26,22,29
