NBR,Season,Week,Team,PowerRank,OffenseScoringRank,OffensePassingRank,OffenseRushingRank,OffenseTotalRank,DefenseScoringRank,DefensePassingRank,DefenseRushingRank,DefenseTotalRank
1,2021,3,Cardinals,9,1,3,10,2,11,8,29,2
2,2021,3,Falcons,28,29,25,28,27,30,17,19,27
3,2021,3,Ravens,4,11,18,1,4,26,30,9,4
4,2021,3,Bills,3,4,11,7,12,4,4,7,12
5,2021,3,Panthers,21,16,8,14,10,2,1,1,10
6,2021,3,Bears,25,31,32,20,32,19,11,20,32
7,2021,3,Bengals,27,17,28,17,28,6,14,8,28
8,2021,3,Browns,6,9,19,2,7,7,5,5,7
9,2021,3,Cowboys,13,6,10,4,5,13,31,6,5
10,2021,3,Broncos,12,12,12,7,14,1,3,2,14
11,2021,3,Lions,32,19,15,14,18,31,23,15,18
12,2021,3,Packers,14,17,21,30,26,24,9,16,26
13,2021,3,Texans,31,19,24,22,24,18,22,18,24
14,2021,3,Colts,23,24,26,19,21,22,12,28,21
15,2021,3,Jaguars,29,27,27,18,23,28,28,17,23
16,2021,3,Chiefs,2,5,5,13,6,31,23,31,6
26,2021,3,Chargers,16,19,4,26,9,7,7,32,9
29,2021,3,Rams,5,3,6,27,13,9,25,11,13
23,2021,3,Raiders,17,6,1,25,1,15,13,22,1
17,2021,3,Dolphins,26,30,29,23,29,23,19,27,29
18,2021,3,Vikings,18,8,7,6,3,20,27,20,3
19,2021,3,Patriots,11,26,20,24,22,5,2,24,22
20,2021,3,Saints,7,14,31,9,31,3,15,3,31
21,2021,3,Giants,24,24,17,11,19,16,21,13,19
22,2021,3,Jets,30,32,30,29,30,14,10,14,30
24,2021,3,Eagles,19,23,16,5,16,10,5,26,16
25,2021,3,Steelers,15,28,13,32,25,12,20,10,25
27,2021,3,49ers,8,9,14,16,17,16,16,23,17
28,2021,3,Seahawks,10,13,9,11,11,21,26,30,11
30,2021,3,Buccaneers,1,1,2,31,8,27,32,4,8
31,2021,3,Titans,22,15,22,3,15,25,18,12,15
32,2021,3,Redskins,20,19,23,21,20,29,29,25,20
