NBR,Season,Week,Team,PowerRank,OffenseScoringRank,OffensePassingRank,OffenseRushingRank,OffenseTotalRank,DefenseScoringRank,DefensePassingRank,DefenseRushingRank,DefenseTotalRank,
1,2017,15,Cardinals,23,25,13,30,20,25,15,7,8
2,2017,15,Falcons,11,16,12,11,9,9,6,12,7
3,2017,15,Ravens,9,9,30,9,27,4,12,13,14
4,2017,15,Bills,26,23,31,6,26,16,17,27,23
5,2017,15,Panthers,12,14,28,5,18,10,7,4,5
6,2017,15,Bears,25,29,32,7,30,14,9,14,11
7,2017,15,Bengals,22,28,26,31,32,13,8,32,19
8,2017,15,Browns,32,32,23,16,24,29,21,6,12
9,2017,15,Cowboys,14,10,25,3,15,18,23,11,17
10,2017,15,Broncos,24,26,21,19,22,24,2,3,1
11,2017,15,Lions,16,5,4,32,14,28,27,20,27
12,2017,15,Packers,15,17,24,17,25,19,24,18,26
13,2017,15,Texans,18,12,17,13,13,30,26,10,20
14,2017,15,Colts,31,30,29,20,31,31,30,23,30
15,2017,15,Jaguars,8,6,18,1,11,1,1,22,2
16,2017,15,Chiefs,10,7,8,12,6,15,28,30,28
26,2017,15,Chargers,13,15,3,24,5,2,3,29,10
29,2017,15,Rams,7,2,9,14,8,12,11,28,18
17,2017,15,Dolphins,27,24,19,29,28,26,14,15,16
18,2017,15,Vikings,6,13,10,8,7,3,5,2,3
19,2017,15,Patriots,1,4,1,15,2,5,29,24,29
20,2017,15,Saints,4,3,5,4,1,11,10,19,15
21,2017,15,Giants,28,31,22,28,29,27,31,31,32
22,2017,15,Jets,29,20,20,21,23,21,19,21,21
23,2017,15,Raiders,17,22,15,27,19,20,25,16,22
24,2017,15,Eagles,2,1,11,2,3,6,13,1,4
25,2017,15,Steelers,3,8,2,23,4,7,4,9,6
27,2017,15,49ers,30,27,16,22,17,23,20,25,25
28,2017,15,Seahawks,5,11,7,18,10,8,16,8,13
30,2017,15,Buccaneers,21,21,6,26,12,22,32,17,31
31,2017,15,Titans,19,19,27,10,21,17,22,5,9
32,2017,15,Redskins,20,18,14,25,16,32,18,26,24
