NBR,Season,Week,Team,PowerRank,OffenseScoringRank,OffensePassingRank,OffenseRushingRank,OffenseTotalRank,DefenseScoringRank,DefensePassingRank,DefenseRushingRank,DefenseTotalRank
1,2017,21,Cardinals,21,24,15,30,30,18,14,6,4
2,2017,21,Falcons,8,15,10,14,14,6,13,9,8
3,2017,21,Ravens,10,9,29,10,10,5,10,16,12
4,2017,21,Bills,25,27,32,5,5,16,15,29,21
5,2017,21,Panthers,12,11,24,4,4,13,22,3,9
6,2017,21,Bears,24,29,31,16,16,8,7,10,7
7,2017,21,Bengals,22,25,28,31,31,17,8,30,18
8,2017,21,Browns,32,32,22,18,18,31,17,7,13
9,2017,21,Cowboys,14,14,27,2,2,9,11,8,6
10,2017,21,Broncos,23,26,20,12,12,24,3,5,1
11,2017,21,Lions,15,8,6,32,32,21,26,19,27
12,2017,21,Packers,16,21,26,17,17,26,21,18,23
13,2017,21,Texans,26,17,21,13,13,32,23,12,20
14,2017,21,Colts,31,30,30,21,21,30,29,25,29
15,2017,21,Jaguars,6,6,18,1,1,3,1,17,3
16,2017,21,Chiefs,9,7,7,11,11,15,27,28,28
26,2017,21,Chargers,13,13,3,24,24,1,2,31,14
29,2017,21,Rams,7,3,12,7,7,12,12,27,17
17,2017,21,Dolphins,29,28,17,29,29,29,16,14,16
18,2017,21,Vikings,4,10,11,8,8,2,5,2,2
19,2017,21,Patriots,1,2,1,15,15,7,31,21,30
20,2017,21,Saints,5,4,5,6,6,14,18,15,19
21,2017,21,Giants,28,31,19,26,26,28,30,26,31
22,2017,21,Jets,30,23,25,19,19,23,19,24,26
23,2017,21,Raiders,19,22,16,25,25,20,24,11,24
24,2017,21,Eagles,2,1,8,3,3,4,25,1,10
25,2017,21,Steelers,3,5,2,22,22,11,4,13,5
27,2017,21,49ers,27,19,9,20,20,25,20,22,25
28,2017,21,Seahawks,11,12,14,23,23,10,6,20,11
30,2017,21,Buccaneers,18,18,4,27,27,22,32,23,32
31,2017,21,Titans,17,20,23,9,9,19,28,4,15
32,2017,21,Redskins,20,16,13,28,28,27,9,32,22
