NBR,Season,Week,Team,PowerRank,OffenseScoringRank,OffensePassingRank,OffenseRushingRank,OffenseTotalRank,DefenseScoringRank,DefensePassingRank,DefenseRushingRank,DefenseTotalRank
1,2025,12,Cardinals,24,18,10,25,15,24,20,17,19
2,2025,12,Falcons,25,26,18,13,18,15,8,26,16
3,2025,12,Ravens,11,10,29,6,21,19,24,20,24
4,2025,12,Bills,10,5,9,1,3,17,1,30,13
5,2025,12,Panthers,19,28,27,11,22,14,16,19,18
6,2025,12,Bears,15,8,12,2,6,27,21,28,27
7,2025,12,Bengals,29,18,15,30,23,32,32,31,32
8,2025,12,Browns,28,29,31,28,31,13,2,12,2
9,2025,12,Cowboys,21,4,1,12,1,31,30,22,29
10,2025,12,Broncos,3,16,17,10,14,3,6,3,3
11,2025,12,Lions,14,2,8,3,4,12,15,11,10
12,2025,12,Packers,16,13,14,15,13,5,5,6,4
13,2025,12,Texans,6,21,16,23,19,2,3,5,1
14,2025,12,Colts,7,1,7,4,2,9,28,7,23
15,2025,12,Jaguars,9,12,21,8,16,16,25,1,17
16,2025,12,Chiefs,13,9,2,14,5,4,11,8,6
26,2025,12,Chargers,17,20,11,17,12,10,4,16,5
29,2025,12,Rams,1,6,5,22,9,1,13,13,9
23,2025,12,Raiders,31,31,25,31,30,23,18,14,14
17,2025,12,Dolphins,20,24,26,18,25,21,12,29,25
18,2025,12,Vikings,23,25,28,24,29,18,7,24,11
19,2025,12,Patriots,5,7,6,19,8,6,17,2,8
20,2025,12,Saints,22,31,20,29,26,22,9,21,12
21,2025,12,Giants,26,22,13,9,11,30,23,32,30
22,2025,12,Jets,27,26,32,7,28,26,10,23,15
24,2025,12,Eagles,4,17,23,21,24,8,22,18,20
25,2025,12,Steelers,18,11,22,27,27,20,31,15,28
27,2025,12,49ers,8,15,3,26,10,11,26,10,22
28,2025,12,Seahawks,2,3,4,16,7,7,14,4,7
30,2025,12,Buccaneers,12,14,19,20,20,25,27,8,21
31,2025,12,Titans,32,30,30,32,32,29,19,25,26
32,2025,12,Commanders,30,23,24,5,17,28,29,27,31
