NBR,Season,Week,Team,PowerRank,OffenseScoringRank,OffensePassingRank,OffenseRushingRank,OffenseTotalRank,DefenseScoringRank,DefensePassingRank,DefenseRushingRank,DefenseTotalRank
1,2023,13,Cardinals,32,25,29,10,24,31,15,30,26
2,2023,13,Falcons,25,22,21,4,16,14,10,16,14
3,2023,13,Ravens,3,6,20,1,7,2,3,11,2
4,2023,13,Bills,5,5,5,9,4,6,8,20,11
5,2023,13,Panthers,31,29,30,28,30,30,5,24,6
6,2023,13,Bears,27,21,24,5,19,28,25,1,9
7,2023,13,Bengals,13,23,19,32,27,19,26,29,31
8,2023,13,Browns,10,15,27,3,20,7,1,12,1
9,2023,13,Cowboys,2,1,4,13,5,4,2,13,3
10,2023,13,Broncos,19,13,25,12,23,29,23,32,30
11,2023,13,Lions,11,7,3,6,2,24,20,5,10
12,2023,13,Packers,15,17,16,21,18,10,9,27,18
13,2023,13,Texans,16,10,2,24,6,14,27,8,22
14,2023,13,Colts,22,8,18,11,15,27,17,26,24
15,2023,13,Jaguars,9,12,12,18,13,12,28,4,20
16,2023,13,Chiefs,4,11,7,17,8,3,4,19,4
26,2023,13,Chargers,8,8,10,20,11,24,32,14,32
29,2023,13,Rams,17,16,14,14,17,16,14,18,16
23,2023,13,Raiders,26,26,22,30,28,17,13,25,21
17,2023,13,Dolphins,7,2,1,2,1,23,11,6,7
18,2023,13,Vikings,12,14,6,29,10,8,18,10,13
19,2023,13,Patriots,28,31,23,23,25,21,16,7,8
20,2023,13,Saints,18,18,11,19,12,9,7,23,12
21,2023,13,Giants,30,32,32,16,32,26,21,28,28
22,2023,13,Jets,24,30,31,27,31,18,6,31,15
24,2023,13,Eagles,6,3,13,8,9,20,29,3,19
25,2023,13,Steelers,14,28,28,14,26,5,24,22,25
27,2023,13,49ers,1,3,8,7,3,1,12,2,5
28,2023,13,Seahawks,20,18,17,26,21,22,22,21,23
30,2023,13,Buccaneers,21,23,15,31,22,13,31,9,27
31,2023,13,Titans,23,27,26,21,28,10,19,15,17
32,2023,13,Commanders,29,20,9,25,14,32,30,17,29
