NBR,Season,Week,Team,PowerRank,OffenseScoringRank,OffensePassingRank,OffenseRushingRank,OffenseTotalRank,DefenseScoringRank,DefensePassingRank,DefenseRushingRank,DefenseTotalRank
1,2021,17,Cardinals,9,10,10,10,8,5,5,15,8
2,2021,17,Falcons,28,25,16,31,25,28,23,22,24
3,2021,17,Ravens,14,16,12,5,5,20,32,1,25
4,2021,17,Bills,1,3,7,11,6,3,1,17,1
5,2021,17,Panthers,25,26,29,19,28,19,2,21,2
6,2021,17,Bears,27,28,32,8,26,24,4,25,9
7,2021,17,Bengals,15,7,8,22,12,13,29,4,17
8,2021,17,Browns,20,19,27,3,16,17,8,10,7
9,2021,17,Cowboys,4,1,3,6,1,7,20,12,19
10,2021,17,Broncos,19,23,19,13,19,1,5,13,6
11,2021,17,Lions,29,29,24,16,23,25,24,27,27
12,2021,17,Packers,8,13,11,21,15,13,10,18,11
13,2021,17,Texans,30,30,30,32,32,29,19,30,30
14,2021,17,Colts,7,5,22,2,14,11,16,14,18
15,2021,17,Jaguars,32,32,23,23,26,27,14,24,20
16,2021,17,Chiefs,3,4,2,17,3,5,25,20,21
26,2021,17,Chargers,17,8,4,18,4,31,12,29,22
29,2021,17,Rams,6,6,6,24,7,15,22,6,16
23,2021,17,Raiders,23,17,5,28,11,26,11,19,14
17,2021,17,Dolphins,21,21,15,30,24,10,15,7,15
18,2021,17,Vikings,16,12,9,12,9,23,27,28,29
19,2021,17,Patriots,5,11,17,9,17,1,3,23,3
20,2021,17,Saints,12,17,31,15,31,4,17,5,12
21,2021,17,Giants,26,30,21,27,30,21,18,26,23
22,2021,17,Jets,31,27,18,26,21,32,28,30,32
24,2021,17,Eagles,11,9,26,1,13,12,9,9,5
25,2021,17,Steelers,22,22,14,29,22,22,13,32,26
27,2021,17,49ers,10,14,13,7,10,18,7,11,4
28,2021,17,Seahawks,18,20,28,20,29,7,31,16,31
30,2021,17,Buccaneers,2,2,1,25,2,9,21,3,10
31,2021,17,Titans,13,15,25,4,18,15,26,2,13
32,2021,17,Redskins,24,24,20,14,20,30,30,8,28
