NBR,Season,Week,Team,PowerRank,OffenseScoringRank,OffensePassingRank,OffenseRushingRank,OffenseTotalRank,DefenseScoringRank,DefensePassingRank,DefenseRushingRank,DefenseTotalRank
1,2021,12,Cardinals,3,5,9,10,10,4,4,17,5
2,2021,12,Falcons,28,27,19,30,27,31,14,23,22
3,2021,12,Ravens,13,15,13,2,4,9,32,2,19
4,2021,12,Bills,2,2,7,11,5,2,2,6,1
5,2021,12,Panthers,22,23,28,19,28,8,1,19,2
6,2021,12,Bears,27,29,32,8,30,18,8,22,10
7,2021,12,Bengals,19,6,12,17,13,6,25,4,13
8,2021,12,Browns,18,19,25,3,17,10,7,11,3
9,2021,12,Cowboys,5,3,5,7,1,10,27,13,27
10,2021,12,Broncos,20,21,21,14,20,3,10,12,9
11,2021,12,Lions,30,30,29,20,29,27,16,29,28
12,2021,12,Packers,7,16,10,21,15,5,9,8,7
13,2021,12,Texans,31,32,31,32,32,28,15,31,29
14,2021,12,Colts,10,4,22,4,11,20,19,18,17
15,2021,12,Jaguars,29,31,24,13,23,26,18,21,20
16,2021,12,Chiefs,6,9,3,17,2,13,24,15,23
26,2021,12,Chargers,16,14,6,22,8,29,5,32,14
29,2021,12,Rams,9,8,4,24,7,21,21,9,15
23,2021,12,Raiders,25,17,2,27,6,30,13,25,21
17,2021,12,Dolphins,26,24,17,31,26,19,28,10,24
18,2021,12,Vikings,15,9,8,16,9,24,22,30,30
19,2021,12,Patriots,4,7,14,12,14,1,3,20,4
20,2021,12,Saints,8,18,27,15,25,15,23,5,12
21,2021,12,Giants,24,26,18,26,24,15,17,26,26
22,2021,12,Jets,32,27,11,29,21,32,29,27,31
24,2021,12,Eagles,14,12,30,1,18,14,11,16,11
25,2021,12,Steelers,21,22,15,28,22,23,12,28,25
27,2021,12,49ers,12,11,16,6,12,12,6,14,6
28,2021,12,Seahawks,17,25,26,25,31,6,31,23,32
30,2021,12,Buccaneers,1,1,1,23,3,15,20,1,8
31,2021,12,Titans,11,12,23,5,16,22,26,7,16
32,2021,12,Redskins,23,20,20,9,19,25,30,3,18
