NBR,Season,Week,Team,PowerRank,OffenseScoringRank,OffensePassingRank,OffenseRushingRank,OffenseTotalRank,DefenseScoringRank,DefensePassingRank,DefenseRushingRank,DefenseTotalRank
1,2021,13,Cardinals,4,3,11,10,10,4,4,16,5
2,2021,13,Falcons,28,27,17,27,24,31,18,22,25
3,2021,13,Ravens,11,16,13,3,4,9,31,1,20
4,2021,13,Bills,1,5,8,13,9,2,1,12,1
5,2021,13,Panthers,23,24,29,16,29,7,2,17,2
6,2021,13,Bears,27,30,32,8,30,22,6,23,9
7,2021,13,Bengals,12,7,10,17,14,12,27,4,15
8,2021,13,Browns,19,19,24,3,17,12,8,11,4
9,2021,13,Cowboys,5,2,4,6,1,12,28,14,27
10,2021,13,Broncos,17,23,18,12,20,3,10,10,8
11,2021,13,Lions,30,29,28,20,27,28,21,28,29
12,2021,13,Packers,7,15,9,21,15,5,9,8,7
13,2021,13,Texans,32,32,31,32,32,30,15,32,28
14,2021,13,Colts,10,4,22,2,11,10,12,15,13
15,2021,13,Jaguars,29,31,26,17,25,29,19,21,23
16,2021,13,Chiefs,6,13,5,19,3,8,24,20,26
26,2021,13,Chargers,20,9,5,22,7,27,7,31,16
29,2021,13,Rams,8,5,3,23,5,16,16,7,12
23,2021,13,Raiders,24,17,2,27,8,26,13,26,19
17,2021,13,Dolphins,26,25,16,31,28,11,25,9,21
18,2021,13,Vikings,15,11,7,15,6,25,23,29,30
19,2021,13,Patriots,3,8,19,11,18,1,3,19,3
20,2021,13,Saints,14,17,25,14,23,19,22,5,14
21,2021,13,Giants,25,28,21,26,26,18,17,25,24
22,2021,13,Jets,31,26,12,30,21,32,29,30,32
24,2021,13,Eagles,16,10,30,1,13,15,11,13,11
25,2021,13,Steelers,22,21,15,29,22,21,14,27,22
27,2021,13,49ers,9,13,14,7,12,20,4,18,6
28,2021,13,Seahawks,18,22,27,24,31,6,32,24,31
30,2021,13,Buccaneers,2,1,1,25,2,16,20,2,10
31,2021,13,Titans,13,12,23,5,16,23,26,6,17
32,2021,13,Redskins,21,20,20,9,19,24,30,3,18
