NBR,Season,Week,Team,PowerRank,OffenseScoringRank,OffensePassingRank,OffenseRushingRank,OffenseTotalRank,DefenseScoringRank,DefensePassingRank,DefenseRushingRank,DefenseTotalRank
1,2025,2,Cardinals,19,11,27,13,24,10,26,6,21
2,2025,2,Falcons,23,21,20,4,10,2,2,9,2
3,2025,2,Ravens,1,1,23,5,11,25,31,17,31
4,2025,2,Bills,2,2,2,2,1,22,1,31,8
5,2025,2,Panthers,27,29,13,27,22,23,11,26,22
6,2025,2,Bears,18,15,19,12,15,32,22,27,28
7,2025,2,Bengals,12,9,20,32,30,16,28,10,24
8,2025,2,Browns,30,27,10,26,16,25,3,1,1
9,2025,2,Cowboys,20,5,7,11,3,27,30,23,30
10,2025,2,Broncos,14,9,25,10,17,14,9,20,12
11,2025,2,Lions,6,3,5,15,5,21,12,15,10
12,2025,2,Packers,4,6,12,18,12,4,10,2,3
13,2025,2,Texans,15,32,28,20,28,7,17,22,20
14,2025,2,Colts,21,4,2,3,2,11,7,12,5
15,2025,2,Jaguars,17,7,14,1,4,14,19,7,10
16,2025,2,Chiefs,5,24,17,17,17,19,15,15,13
26,2025,2,Chargers,8,11,4,25,9,3,16,8,7
29,2025,2,Rams,11,11,8,16,7,1,4,17,4
23,2025,2,Raiders,24,31,11,31,22,5,27,4,19
17,2025,2,Dolphins,29,25,15,29,24,31,24,25,26
18,2025,2,Vikings,10,27,30,20,31,17,5,30,17
19,2025,2,Patriots,25,14,9,23,13,19,32,3,25
20,2025,2,Saints,32,26,22,13,20,17,13,17,14
21,2025,2,Giants,31,18,1,28,6,27,29,32,32
22,2025,2,Jets,26,21,29,6,26,30,13,24,23
24,2025,2,Eagles,3,16,31,7,29,12,8,21,9
25,2025,2,Steelers,16,8,18,30,27,29,25,28,29
27,2025,2,49ers,9,18,6,22,8,7,6,13,6
28,2025,2,Seahawks,22,16,16,19,19,7,21,11,18
30,2025,2,Buccaneers,13,18,26,9,21,13,23,5,15
31,2025,2,Titans,28,30,32,24,32,23,20,29,27
32,2025,2,Commanders,7,23,23,8,14,5,18,14,16
