NBR,Season,Week,Team,PowerRank,OffenseScoringRank,OffensePassingRank,OffenseRushingRank,OffenseTotalRank,DefenseScoringRank,DefensePassingRank,DefenseRushingRank,DefenseTotalRank
1,2025,9,Cardinals,26,19,20,20,21,11,23,12,20
2,2025,9,Falcons,23,28,15,15,15,13,1,23,4
3,2025,9,Ravens,19,12,28,6,20,24,28,21,27
4,2025,9,Bills,15,3,14,1,1,9,2,28,12
5,2025,9,Panthers,21,27,30,5,22,16,15,18,13
6,2025,9,Bears,17,6,10,2,4,29,25,25,26
7,2025,9,Bengals,27,16,11,32,23,32,31,32,32
8,2025,9,Browns,29,30,29,28,31,17,5,9,2
9,2025,9,Cowboys,16,4,2,13,3,31,30,29,31
10,2025,9,Broncos,5,14,17,7,13,4,6,8,3
11,2025,9,Lions,3,2,12,9,11,13,12,10,8
12,2025,9,Packers,9,11,8,16,8,8,9,5,5
13,2025,9,Texans,10,24,18,21,19,1,4,6,1
14,2025,9,Colts,1,1,2,8,2,7,26,4,16
15,2025,9,Jaguars,13,21,16,11,14,17,27,3,22
16,2025,9,Chiefs,8,9,7,12,6,3,7,13,7
26,2025,9,Chargers,14,17,6,10,5,12,3,17,6
29,2025,9,Rams,2,8,1,18,7,2,13,11,10
23,2025,9,Raiders,28,29,24,29,30,23,21,16,19
17,2025,9,Dolphins,25,26,23,25,27,24,10,30,24
18,2025,9,Vikings,24,18,26,23,26,20,8,20,14
19,2025,9,Patriots,11,7,9,17,12,6,19,1,9
20,2025,9,Saints,32,31,22,27,29,24,14,24,18
21,2025,9,Giants,20,22,19,14,18,28,24,31,29
22,2025,9,Jets,30,24,32,3,25,27,11,26,20
24,2025,9,Eagles,7,10,25,19,24,19,17,19,23
25,2025,9,Steelers,18,12,21,30,28,21,32,14,30
27,2025,9,49ers,12,23,5,26,10,10,20,15,17
28,2025,9,Seahawks,6,5,4,22,9,5,18,2,11
30,2025,9,Buccaneers,4,15,13,24,17,13,22,7,15
31,2025,9,Titans,31,32,31,31,32,30,16,27,25
32,2025,9,Commanders,22,20,27,4,16,22,29,22,28
