NBR,Season,Week,Team,PowerRank,OffenseScoringRank,OffensePassingRank,OffenseRushingRank,OffenseTotalRank,DefenseScoringRank,DefensePassingRank,DefenseRushingRank,DefenseTotalRank
1,2025,16,Cardinals,26,21,7,27,16,29,22,27,16
2,2025,16,Falcons,22,25,17,8,14,21,8,8,14
3,2025,16,Ravens,15,14,27,3,18,16,28,3,18
4,2025,16,Bills,6,4,18,1,4,15,2,1,4
5,2025,16,Panthers,16,27,26,10,25,13,16,10,25
6,2025,16,Bears,11,10,14,2,5,19,18,2,5
7,2025,16,Bengals,25,14,10,31,21,32,29,31,21
8,2025,16,Browns,30,31,30,28,30,20,1,28,30
9,2025,16,Cowboys,24,5,1,17,2,31,32,17,2
10,2025,16,Broncos,5,13,8,18,10,5,10,18,10
11,2025,16,Lions,17,2,3,12,3,23,25,12,3
12,2025,16,Packers,10,12,12,14,12,9,9,14,12
13,2025,16,Texans,3,19,16,23,19,1,5,23,19
14,2025,16,Colts,13,6,11,11,8,18,31,11,8
15,2025,16,Jaguars,4,7,15,19,15,10,24,19,15
16,2025,16,Chiefs,20,20,9,22,13,4,12,22,13
26,2025,16,Chargers,9,16,13,6,11,8,6,6,11
29,2025,16,Rams,2,1,2,5,1,6,19,5,1
23,2025,16,Raiders,32,32,28,32,32,25,17,32,32
17,2025,16,Dolphins,18,22,25,13,24,22,14,13,24
18,2025,16,Vikings,19,26,29,25,28,11,3,25,28
19,2025,16,Patriots,8,7,4,16,6,7,11,16,6
20,2025,16,Saints,21,29,19,30,26,14,4,30,26
21,2025,16,Giants,31,23,20,7,17,28,20,7,17
22,2025,16,Jets,27,28,32,9,29,30,13,9,29
24,2025,16,Eagles,14,16,23,15,22,3,7,15,22
25,2025,16,Steelers,12,11,21,26,27,17,30,26,27
27,2025,16,49ers,7,9,5,24,9,11,23,24,9
28,2025,16,Seahawks,1,3,6,21,7,2,14,21,7
30,2025,16,Buccaneers,23,18,22,20,23,24,27,20,23
31,2025,16,Titans,29,30,31,29,31,26,21,29,31
32,2025,16,Commanders,28,24,24,4,20,27,26,4,20
