NBR,Season,Week,Team,PowerRank,OffenseScoringRank,OffensePassingRank,OffenseRushingRank,OffenseTotalRank,DefenseScoringRank,DefensePassingRank,DefenseRushingRank,DefenseTotalRank
1,2022,13,Cardinals,27,17,16,18,19,31,24,11,23
2,2022,13,Falcons,30,14,31,4,27,25,28,21,28
3,2022,13,Ravens,4,8,26,2,11,12,27,2,15
4,2022,13,Bills,1,2,3,8,2,5,19,7,12
5,2022,13,Panthers,29,25,30,17,30,17,13,25,19
6,2022,13,Bears,31,19,32,1,24,27,12,27,20
7,2022,13,Bengals,7,5,4,27,6,13,14,13,13
8,2022,13,Browns,17,11,15,5,5,30,14,23,18
9,2022,13,Cowboys,3,7,21,7,13,2,1,24,7
10,2022,13,Broncos,21,32,20,24,25,3,3,19,3
11,2022,13,Lions,28,8,12,10,8,32,29,30,32
12,2022,13,Packers,14,23,14,14,16,22,4,31,16
13,2022,13,Texans,32,31,27,29,32,23,17,32,29
14,2022,13,Colts,24,30,18,25,26,11,5,17,6
15,2022,13,Jaguars,18,16,13,9,9,14,25,15,24
16,2022,13,Chiefs,2,1,1,19,1,16,21,5,14
26,2022,13,Chargers,15,13,6,30,14,29,18,28,26
29,2022,13,Rams,20,29,24,31,31,18,20,4,10
23,2022,13,Raiders,16,10,8,13,7,26,26,16,27
17,2022,13,Dolphins,9,6,2,28,3,19,22,10,17
18,2022,13,Vikings,11,12,7,26,17,21,32,14,31
19,2022,13,Patriots,8,18,19,23,21,6,9,9,4
20,2022,13,Saints,23,21,11,22,15,20,7,22,11
21,2022,13,Giants,25,22,28,6,20,14,16,26,22
22,2022,13,Jets,12,20,22,20,22,4,8,12,5
24,2022,13,Eagles,5,3,17,3,4,9,2,18,2
25,2022,13,Steelers,26,28,25,21,28,24,30,6,25
27,2022,13,49ers,6,15,10,11,10,1,11,1,1
28,2022,13,Seahawks,22,4,9,16,12,28,23,29,30
30,2022,13,Buccaneers,10,27,5,32,18,7,6,20,9
31,2022,13,Titans,13,26,29,12,29,8,31,3,21
32,2022,13,Commanders,19,24,23,15,23,10,10,8,8
