NBR,Season,Week,Team,PowerRank,OffenseScoringRank,OffensePassingRank,OffenseRushingRank,OffenseTotalRank,DefenseScoringRank,DefensePassingRank,DefenseRushingRank,DefenseTotalRank
1,2021,9,Cardinals,3,2,9,8,5,3,6,18,4
2,2021,9,Falcons,27,21,12,29,20,28,13,24,17
3,2021,9,Ravens,8,7,8,1,2,21,31,5,23
4,2021,9,Bills,1,4,7,11,8,1,1,4,1
5,2021,9,Panthers,23,26,29,17,27,7,2,19,2
6,2021,9,Bears,26,30,32,6,31,22,10,23,13
7,2021,9,Bengals,16,9,10,23,14,12,22,9,18
8,2021,9,Browns,15,13,25,2,11,10,9,3,3
9,2021,9,Cowboys,4,3,4,3,1,18,25,10,21
10,2021,9,Broncos,21,22,19,13,18,2,8,6,6
11,2021,9,Lions,31,29,21,26,26,31,14,29,25
12,2021,9,Packers,7,20,22,18,22,6,7,16,5
13,2021,9,Texans,32,32,30,31,32,30,18,31,28
14,2021,9,Colts,13,8,18,5,12,16,23,13,20
15,2021,9,Jaguars,29,31,24,16,23,26,26,12,24
16,2021,9,Chiefs,10,15,6,15,7,24,21,21,26
26,2021,9,Chargers,18,14,5,22,10,23,3,32,16
29,2021,9,Rams,5,5,3,20,4,10,17,7,12
23,2021,9,Raiders,22,16,2,27,6,15,5,28,10
17,2021,9,Dolphins,28,28,23,32,30,27,30,17,30
18,2021,9,Vikings,14,17,11,9,9,17,16,30,27
19,2021,9,Patriots,12,10,15,19,19,4,11,14,9
20,2021,9,Saints,6,12,31,10,28,5,27,1,11
21,2021,9,Giants,24,24,16,24,21,18,19,22,22
22,2021,9,Jets,30,27,14,30,24,32,29,27,32
24,2021,9,Eagles,20,11,28,6,17,20,12,20,15
25,2021,9,Steelers,19,23,17,28,25,8,15,15,14
27,2021,9,49ers,17,18,13,14,13,25,4,26,8
28,2021,9,Seahawks,11,19,27,21,29,8,28,25,31
30,2021,9,Buccaneers,2,1,1,25,3,13,20,2,7
31,2021,9,Titans,9,6,26,4,15,14,24,8,19
32,2021,9,Redskins,25,25,20,12,16,29,32,11,29
