nbr,Season,Week,team,powerrank,offencescoringrank,offencepassingrank,offencerushingrank,offencetotalrank,defencescoringrank,defencepassingrank,defencerushingrank,defencetotalrank
1,2015,18,Cardinals,4,2,2,8,1,8,8,6,5
2,2015,18,Falcons,15,21,6,18,6,14,18,14,16
3,2015,18,Ravens,26,25,8,26,14,26,10,12,8
4,2015,18,Bills,14,12,28,1,13,15,19,16,19
5,2015,18,Panthers,1,1,24,2,11,6,11,4,6
6,2015,18,Bears,25,23,23,11,21,20,4,23,14
7,2015,18,Bengals,6,7,15,13,15,2,20,7,11
8,2015,18,Browns,32,30,21,22,25,29,22,30,27
9,2015,18,Cowboys,30,31,27,9,22,16,5,22,17
10,2015,18,Broncos,2,19,14,17,16,4,1,3,1
11,2015,18,Lions,20,18,9,32,20,23,15,19,18
12,2015,18,Packers,10,15,25,12,23,12,6,21,15
13,2015,18,Texans,13,22,18,15,19,7,3,10,3
14,2015,18,Colts,17,24,22,29,28,25,24,25,26
15,2015,18,Jaguars,27,14,10,27,18,31,29,15,24
16,2015,18,Chiefs,8,9,30,6,27,3,9,8,7
17,2015,18,Dolphins,21,27,19,23,26,19,21,28,25
18,2015,18,Vikings,9,16,31,4,29,5,12,17,13
19,2015,18,Patriots,5,3,5,30,7,10,17,9,9
20,2015,18,Saints,19,8,1,24,2,32,31,31,31
21,2015,18,Giants,23,6,7,19,8,30,32,24,32
22,2015,18,Jets,12,11,13,10,10,9,13,2,4
23,2015,18,Raiders,16,17,16,28,24,22,26,13,22
24,2015,18,Eagles,18,13,12,14,12,28,28,32,30
25,2015,18,Steelers,7,4,3,16,3,11,30,5,21
26,2015,18,Chargers,28,26,4,31,9,21,14,27,20
27,2015,18,49ers,29,32,29,21,31,18,27,29,29
28,2015,18,Seahawks,3,5,20,3,4,1,2,1,2
29,2015,18,Rams,22,29,32,7,32,13,23,20,23
30,2015,18,Buccaneers,24,20,17,5,5,26,16,11,10
31,2015,18,Titans,31,28,26,25,30,27,7,18,12
32,2015,18,Redskins,11,10,11,20,17,17,25,26,28
