NBR,Season,Week,Team,PowerRank,OffenseScoringRank,OffensePassingRank,OffenseRushingRank,OffenseTotalRank,DefenseScoringRank,DefensePassingRank,DefenseRushingRank,DefenseTotalRank
1,2021,15,Cardinals,6,8,8,11,8,5,5,17,6
2,2021,15,Falcons,28,26,18,27,22,31,24,22,26
3,2021,15,Ravens,12,16,12,3,5,20,31,1,19
4,2021,15,Bills,2,4,7,12,7,2,1,16,1
5,2021,15,Panthers,24,25,29,16,28,18,2,19,2
6,2021,15,Bears,27,29,32,8,29,24,4,23,9
7,2021,15,Bengals,20,9,11,20,15,11,26,4,16
8,2021,15,Browns,19,19,26,5,19,13,8,9,5
9,2021,15,Cowboys,5,2,6,6,1,7,23,15,21
10,2021,15,Broncos,17,21,19,9,18,2,6,11,4
11,2021,15,Lions,29,28,25,17,25,26,25,28,29
12,2021,15,Packers,7,14,9,21,14,10,9,12,8
13,2021,15,Texans,32,31,31,32,32,29,14,32,28
14,2021,15,Colts,9,3,22,2,13,9,15,14,15
15,2021,15,Jaguars,30,32,28,22,31,27,17,17,20
16,2021,15,Chiefs,4,6,2,19,3,8,28,19,24
26,2021,15,Chargers,14,7,5,18,4,27,10,29,22
29,2021,15,Rams,8,5,4,24,6,11,16,6,14
23,2021,15,Raiders,26,18,3,29,10,30,13,25,17
17,2021,15,Dolphins,23,21,16,28,24,17,22,7,18
18,2021,15,Vikings,18,12,10,9,8,23,29,27,30
19,2021,15,Patriots,3,10,17,13,16,1,3,24,3
20,2021,15,Saints,11,17,30,15,26,6,18,5,13
21,2021,15,Giants,25,30,20,26,27,21,19,26,25
22,2021,15,Jets,31,27,15,30,23,32,27,30,32
24,2021,15,Eagles,15,11,24,1,11,15,11,10,11
25,2021,15,Steelers,22,20,14,31,21,22,12,31,27
27,2021,15,49ers,10,13,13,7,12,19,7,13,7
28,2021,15,Seahawks,16,24,27,23,30,4,32,21,31
30,2021,15,Buccaneers,1,1,1,25,2,14,21,3,12
31,2021,15,Titans,13,15,23,4,17,16,20,2,10
32,2021,15,Redskins,21,23,21,14,20,25,30,8,23
