NBR,Season,Week,Team,PowerRank,OffenseScoringRank,OffensePassingRank,OffenseRushingRank,OffenseTotalRank,DefenseScoringRank,DefensePassingRank,DefenseRushingRank,DefenseTotalRank
1,2025,12,Cardinals,24,19,12,24,14,25,20,16,21
2,2025,12,Falcons,25,27,18,13,16,19,6,28,16
3,2025,12,Ravens,11,10,29,4,21,23,24,20,26
4,2025,12,Bills,10,4,8,1,2,14,2,31,12
5,2025,12,Panthers,19,28,27,9,22,13,16,17,15
6,2025,12,Bears,15,8,13,2,4,26,23,25,27
7,2025,12,Bengals,29,18,14,30,23,32,31,32,32
8,2025,12,Browns,28,29,31,26,31,18,1,14,2
9,2025,12,Cowboys,21,2,1,12,3,31,30,24,30
10,2025,12,Broncos,3,17,17,11,13,3,5,4,3
11,2025,12,Lions,14,4,9,7,5,10,8,8,5
12,2025,12,Packers,16,13,11,19,12,7,10,7,6
13,2025,12,Texans,6,21,16,23,19,1,3,3,1
14,2025,12,Colts,7,1,3,3,1,9,25,5,19
15,2025,12,Jaguars,9,13,21,8,20,12,26,2,14
16,2025,12,Chiefs,13,9,5,16,7,4,11,9,7
26,2025,12,Chargers,17,20,10,15,11,11,4,18,4
29,2025,12,Rams,1,6,6,18,8,2,21,11,13
23,2025,12,Raiders,31,30,25,30,30,24,19,15,17
17,2025,12,Dolphins,20,26,26,21,24,20,13,29,23
18,2025,12,Vikings,23,22,23,25,27,16,7,22,10
19,2025,12,Patriots,5,7,7,20,9,5,17,1,8
20,2025,12,Saints,22,30,20,28,26,21,9,21,10
21,2025,12,Giants,26,23,19,10,15,29,22,30,29
22,2025,12,Jets,27,25,32,5,29,27,12,23,20
24,2025,12,Eagles,4,16,28,17,25,8,15,19,17
25,2025,12,Steelers,18,12,22,29,28,16,32,13,28
27,2025,12,49ers,8,15,2,27,10,15,28,12,25
28,2025,12,Seahawks,2,3,4,14,6,6,14,6,9
30,2025,12,Buccaneers,12,10,15,22,17,21,27,10,22
31,2025,12,Titans,32,32,30,6,32,30,18,26,24
32,2025,12,Commanders,30,24,24,32,18,28,29,27,31
