nbr,Season,Week,team,powerrank,offencescoringrank,offencepassingrank,offencerushingrank,offencetotalrank,defencescoringrank,defencepassingrank,defencerushingrank,defencetotalrank
1,2015,13,Cardinals,4,1,3,8,1,4,8,4,4
2,2015,13,Falcons,15,14,6,16,5,12,11,12,15
3,2015,13,Ravens,25,17,10,21,11,19,19,10,17
4,2015,13,Bills,19,10,29,4,17,16,23,14,20
5,2015,13,Panthers,1,3,27,3,14,9,7,2,3
6,2015,13,Bears,20,24,20,12,19,18,2,29,12
7,2015,13,Bengals,5,4,12,9,8,1,13,9,10
8,2015,13,Browns,32,30,13,32,26,31,25,31,29
9,2015,13,Cowboys,29,29,28,13,27,15,5,15,5
10,2015,13,Broncos,3,19,18,17,21,2,1,5,1
11,2015,13,Lions,21,22,9,31,20,28,16,18,17
12,2015,13,Packers,8,12,23,15,22,6,20,20,19
13,2015,13,Texans,11,23,11,19,13,14,3,21,7
14,2015,13,Colts,14,20,16,27,24,26,30,24,30
15,2015,13,Jaguars,28,16,14,24,18,30,26,13,23
16,2015,13,Chiefs,10,5,26,7,23,8,14,8,11
17,2015,13,Dolphins,23,27,22,23,29,24,22,30,27
18,2015,13,Vikings,6,28,31,5,30,5,6,22,16
19,2015,13,Patriots,2,2,1,28,3,10,15,11,13
20,2015,13,Saints,22,9,2,25,4,32,31,32,32
21,2015,13,Giants,18,7,7,29,15,22,32,19,31
22,2015,13,Jets,12,11,15,14,10,11,18,1,6
23,2015,13,Raiders,16,13,8,22,12,27,28,17,25
24,2015,13,Eagles,24,15,19,11,16,25,24,27,26
25,2015,13,Steelers,9,6,5,6,2,7,29,6,22
26,2015,13,Chargers,27,25,4,30,6,29,21,26,24
27,2015,13,49ers,31,32,30,20,32,20,27,28,28
28,2015,13,Seahawks,7,8,21,1,7,3,4,3,2
29,2015,13,Rams,26,31,32,10,31,13,12,23,18
30,2015,13,Buccaneers,17,18,24,2,9,23,17,7,9
31,2015,13,Titans,30,26,25,18,28,21,9,16,8
32,2015,13,Redskins,13,21,17,26,25,17,10,25,21
